request_id,department,task_type,corridor_name,line_type,longitude,latitude,defect_severity,backlog_age_days,required_duration_mins,timestamp
REQ-IR-2026-0338,TMS,Rail Joint Welding Inspection,Pune - Daund Line,UP Line,74.0444912,18.5131866,3,23,90,2026-08-14T10:22:12.788644
REQ-IR-2026-0339,TDMS,Substation Transformer Testing,Pune - Daund Line,Yard Siding,73.9310101,18.5235121,4,2,120,2026-09-04T10:09:12.788644
REQ-IR-2026-0340,TMS,USFD Rail Flaw Testing,Pune - Miraj Line,DOWN Line,74.3958151,17.2921765,1,17,120,2026-08-20T06:19:12.788644
REQ-IR-2026-0341,TDMS,Neutral Section Inspection,Pune - Daund Line,Yard Siding,74.051743,18.5122764,1,11,90,2026-08-26T05:14:12.788644
REQ-IR-2026-0342,TMS,USFD Rail Flaw Testing,Pune - Lonavala Line,Yard Siding,73.6858828,18.6195962,4,1,120,2026-09-05T07:09:12.788644
REQ-IR-2026-0343,TMS,USFD Rail Flaw Testing,Pune - Miraj Line,DOWN Line,73.8893734,18.4931742,2,15,120,2026-08-22T09:21:12.788644
REQ-IR-2026-0344,TDMS,OHE Insulation & Cantilever Testing,Pune - Lonavala Line,Yard Siding,73.5305256,18.6945563,1,12,180,2026-08-25T16:46:12.788644
REQ-IR-2026-0345,TMS,Rail Joint Welding Inspection,Pune - Lonavala Line,UP Line,73.5641556,18.6784653,1,20,90,2026-08-16T21:18:12.788644
REQ-IR-2026-0346,TMS,Deep Screening & Tamping,Pune - Lonavala Line,Yard Siding,73.5694585,18.67602,4,1,240,2026-09-04T22:15:12.788644
REQ-IR-2026-0347,TMS,Rail Joint Welding Inspection,Pune - Lonavala Line,UP Line,73.7840768,18.5724877,1,29,90,2026-08-08T17:00:12.788644
REQ-IR-2026-0348,SMMS,Signal Point Testing & Interlocking,Pune - Daund Line,Yard Siding,74.1424802,18.503983,3,22,60,2026-08-15T17:42:12.788644
REQ-IR-2026-0349,TMS,Deep Screening & Tamping,Pune - Miraj Line,DOWN Line,74.0552803,18.1002335,1,16,240,2026-08-21T07:59:12.788644
REQ-IR-2026-0350,SMMS,Block Instrument Maintenance,Pune - Miraj Line,UP Line,74.3397666,17.4252911,2,18,45,2026-08-18T21:30:12.788644
REQ-IR-2026-0351,TMS,Deep Screening & Tamping,Pune - Lonavala Line,DOWN Line,73.5720039,18.6744489,1,19,240,2026-08-18T16:13:12.788644
REQ-IR-2026-0352,SMMS,Signal Point Testing & Interlocking,Pune - Miraj Line,Yard Siding,73.9440574,18.3633944,2,22,60,2026-08-15T05:04:12.788644
REQ-IR-2026-0353,TMS,USFD Rail Flaw Testing,Pune - Daund Line,Yard Siding,74.0344901,18.5138363,1,7,120,2026-08-30T17:50:12.788644
REQ-IR-2026-0354,TMS,Deep Screening & Tamping,Pune - Daund Line,UP Line,74.2530949,18.4935587,2,17,240,2026-08-20T14:14:12.788644
REQ-IR-2026-0355,TMS,USFD Rail Flaw Testing,Pune - Lonavala Line,UP Line,73.6900951,18.6178537,1,8,120,2026-08-28T23:25:12.788644
REQ-IR-2026-0356,TMS,USFD Rail Flaw Testing,Pune - Miraj Line,DOWN Line,74.2722545,17.5856391,1,31,120,2026-08-06T14:25:12.788644
REQ-IR-2026-0357,TDMS,OHE Insulation & Cantilever Testing,Pune - Daund Line,Yard Siding,73.9341254,18.5234229,2,17,180,2026-08-20T00:02:12.788644
REQ-IR-2026-0358,TMS,Deep Screening & Tamping,Pune - Daund Line,DOWN Line,74.5752326,18.4637299,1,18,240,2026-08-19T16:26:12.788644
REQ-IR-2026-0359,TMS,USFD Rail Flaw Testing,Pune - Lonavala Line,DOWN Line,73.4158562,18.7496605,1,16,120,2026-08-21T18:18:12.788644
REQ-IR-2026-0360,SMMS,Signal Point Testing & Interlocking,Pune - Miraj Line,Yard Siding,74.4692682,17.1183925,3,16,60,2026-08-21T01:51:12.788644
REQ-IR-2026-0361,TMS,USFD Rail Flaw Testing,Pune - Lonavala Line,DOWN Line,73.8340499,18.5483421,1,23,120,2026-08-14T05:20:12.788644
REQ-IR-2026-0362,SMMS,Signal Point Testing & Interlocking,Pune - Lonavala Line,DOWN Line,73.6874298,18.618853,2,4,60,2026-09-02T02:14:12.788644
REQ-IR-2026-0363,TDMS,OHE Insulation & Cantilever Testing,Pune - Daund Line,UP Line,73.9896665,18.5181041,2,11,180,2026-08-26T08:07:12.788644
REQ-IR-2026-0364,TDMS,OHE Insulation & Cantilever Testing,Pune - Lonavala Line,DOWN Line,73.5530843,18.6837734,3,12,180,2026-08-25T07:22:12.788644
REQ-IR-2026-0365,SMMS,Block Instrument Maintenance,Pune - Daund Line,Yard Siding,74.1648927,18.5019399,2,19,45,2026-08-18T03:40:12.788644
REQ-IR-2026-0366,SMMS,Axle Counter & Track Circuit Check,Pune - Lonavala Line,UP Line,73.8403417,18.545314,2,12,90,2026-08-25T00:32:12.788644
REQ-IR-2026-0367,TMS,USFD Rail Flaw Testing,Pune - Lonavala Line,UP Line,73.6987991,18.6137037,1,17,120,2026-08-20T01:45:12.788644
REQ-IR-2026-0368,TMS,USFD Rail Flaw Testing,Pune - Lonavala Line,UP Line,73.6534231,18.6353423,2,9,120,2026-08-27T21:44:12.790394
REQ-IR-2026-0369,SMMS,Signal Point Testing & Interlocking,Pune - Daund Line,Yard Siding,73.9161439,18.5252144,1,15,60,2026-08-22T02:14:12.790394
REQ-IR-2026-0370,TDMS,Neutral Section Inspection,Pune - Miraj Line,DOWN Line,73.9653452,18.3134209,1,26,90,2026-08-11T06:43:12.790394
REQ-IR-2026-0371,TMS,Rail Joint Welding Inspection,Pune - Miraj Line,DOWN Line,74.0903152,18.0168269,1,15,90,2026-08-22T04:34:12.790394
REQ-IR-2026-0372,SMMS,Axle Counter & Track Circuit Check,Pune - Daund Line,Yard Siding,74.4029826,18.4797886,1,17,90,2026-08-20T08:00:12.790394
REQ-IR-2026-0373,TMS,Rail Joint Welding Inspection,Pune - Lonavala Line,Yard Siding,73.5719801,18.6743507,3,33,90,2026-08-04T15:38:12.790394
REQ-IR-2026-0374,SMMS,Signal Point Testing & Interlocking,Pune - Daund Line,DOWN Line,74.5091726,18.4696446,1,24,60,2026-08-13T18:53:12.790394
REQ-IR-2026-0375,SMMS,Signal Point Testing & Interlocking,Pune - Daund Line,UP Line,74.4298909,18.4771539,1,25,60,2026-08-12T19:01:12.790394
REQ-IR-2026-0376,TMS,USFD Rail Flaw Testing,Pune - Lonavala Line,DOWN Line,73.7024376,18.6118206,1,15,120,2026-08-22T01:02:12.790394
REQ-IR-2026-0377,SMMS,Signal Point Testing & Interlocking,Pune - Daund Line,DOWN Line,74.5044164,18.4703423,1,28,60,2026-08-09T15:37:12.790394
REQ-IR-2026-0378,TMS,USFD Rail Flaw Testing,Pune - Daund Line,UP Line,74.1402323,18.5039646,1,17,120,2026-08-20T13:12:12.790394
REQ-IR-2026-0379,TMS,Rail Joint Welding Inspection,Pune - Lonavala Line,Yard Siding,73.4350689,18.7406234,2,20,90,2026-08-17T04:26:12.790394
REQ-IR-2026-0380,TMS,Rail Joint Welding Inspection,Pune - Lonavala Line,UP Line,73.5415196,18.6891346,3,25,90,2026-08-12T05:46:12.790394
REQ-IR-2026-0381,TDMS,Neutral Section Inspection,Pune - Miraj Line,UP Line,74.474531,17.1058579,1,10,90,2026-08-27T09:07:12.790394
REQ-IR-2026-0382,TMS,Rail Joint Welding Inspection,Pune - Lonavala Line,UP Line,73.5036827,18.7073648,2,7,90,2026-08-29T23:23:12.790394
REQ-IR-2026-0383,TMS,Deep Screening & Tamping,Pune - Miraj Line,Yard Siding,74.230468,17.6841174,1,26,240,2026-08-10T23:44:12.790394
REQ-IR-2026-0384,TMS,Deep Screening & Tamping,Pune - Miraj Line,UP Line,74.0887055,18.0206051,4,1,240,2026-09-05T00:55:12.790394
REQ-IR-2026-0385,TMS,Deep Screening & Tamping,Pune - Lonavala Line,Yard Siding,73.4145839,18.7504405,3,20,240,2026-08-17T17:14:12.790394
REQ-IR-2026-0386,TMS,Deep Screening & Tamping,Pune - Miraj Line,DOWN Line,74.2956113,17.5296092,1,25,240,2026-08-12T15:42:12.790394
REQ-IR-2026-0387,SMMS,Signal Point Testing & Interlocking,Pune - Lonavala Line,UP Line,73.4524319,18.7323213,2,13,60,2026-08-24T14:05:12.790394
REQ-IR-2026-0388,TMS,Deep Screening & Tamping,Pune - Miraj Line,UP Line,74.5760824,16.8658018,3,14,240,2026-08-23T09:28:12.790394
REQ-IR-2026-0389,SMMS,Signal Point Testing & Interlocking,Pune - Lonavala Line,UP Line,73.5200413,18.6996398,1,23,60,2026-08-14T04:44:12.790394
REQ-IR-2026-0390,TMS,Deep Screening & Tamping,Pune - Daund Line,UP Line,74.0430773,18.513156,1,23,240,2026-08-14T18:11:12.790394
REQ-IR-2026-0391,SMMS,Signal Point Testing & Interlocking,Pune - Miraj Line,DOWN Line,74.4283957,17.2152991,2,22,60,2026-08-15T03:03:12.790394
REQ-IR-2026-0392,TMS,Deep Screening & Tamping,Pune - Daund Line,Yard Siding,74.4199112,18.4782356,1,12,240,2026-08-25T10:23:12.790394
REQ-IR-2026-0393,SMMS,Axle Counter & Track Circuit Check,Pune - Lonavala Line,DOWN Line,73.7369077,18.594985,1,3,90,2026-09-03T07:45:12.790394
REQ-IR-2026-0394,TMS,USFD Rail Flaw Testing,Pune - Daund Line,Yard Siding,74.1145227,18.5066305,1,14,120,2026-08-23T14:12:12.790394
REQ-IR-2026-0395,TMS,Deep Screening & Tamping,Pune - Daund Line,UP Line,74.4206417,18.4780335,1,20,240,2026-08-17T05:09:12.790394
REQ-IR-2026-0396,TMS,USFD Rail Flaw Testing,Pune - Daund Line,DOWN Line,74.0116731,18.5159388,1,25,120,2026-08-12T10:11:12.790394
REQ-IR-2026-0397,TMS,Rail Joint Welding Inspection,Pune - Miraj Line,Yard Siding,73.9964594,18.2394267,1,24,90,2026-08-13T03:49:12.790394
REQ-IR-2026-0398,TMS,Deep Screening & Tamping,Pune - Daund Line,DOWN Line,74.2498959,18.4940778,1,19,240,2026-08-17T21:25:12.790394
REQ-IR-2026-0399,TDMS,OHE Insulation & Cantilever Testing,Pune - Daund Line,UP Line,74.4377342,18.4765709,1,15,180,2026-08-22T04:40:12.790394
REQ-IR-2026-0400,TMS,Deep Screening & Tamping,Pune - Miraj Line,Yard Siding,74.2513348,17.6352704,4,1,240,2026-09-05T06:34:12.790394
REQ-IR-2026-0401,TMS,USFD Rail Flaw Testing,Pune - Miraj Line,UP Line,74.5800856,16.8555005,1,21,120,2026-08-16T06:33:12.790394
REQ-IR-2026-0402,SMMS,Axle Counter & Track Circuit Check,Pune - Lonavala Line,DOWN Line,73.4182707,18.7485074,4,2,90,2026-09-03T22:55:12.790394
REQ-IR-2026-0403,SMMS,Signal Point Testing & Interlocking,Pune - Miraj Line,DOWN Line,74.0512739,18.1093749,2,5,60,2026-09-01T17:11:12.790394
REQ-IR-2026-0404,TMS,USFD Rail Flaw Testing,Pune - Lonavala Line,Yard Siding,73.6337794,18.6448321,1,12,120,2026-08-25T12:40:12.790394
REQ-IR-2026-0405,TDMS,OHE Insulation & Cantilever Testing,Pune - Miraj Line,UP Line,74.289209,17.5451075,1,16,180,2026-08-21T06:16:12.790394
REQ-IR-2026-0406,TDMS,Neutral Section Inspection,Pune - Daund Line,UP Line,74.1761408,18.5009555,1,18,90,2026-08-19T15:29:12.790394
REQ-IR-2026-0407,TMS,USFD Rail Flaw Testing,Pune - Lonavala Line,DOWN Line,73.4467784,18.7347308,1,13,120,2026-08-24T02:09:12.790394
REQ-IR-2026-0408,TMS,Deep Screening & Tamping,Pune - Lonavala Line,Yard Siding,73.653808,18.6351781,1,12,240,2026-08-25T06:05:12.790394
REQ-IR-2026-0409,TMS,Rail Joint Welding Inspection,Pune - Lonavala Line,DOWN Line,73.4840273,18.7169206,3,27,90,2026-08-10T02:07:12.790394
REQ-IR-2026-0410,SMMS,Axle Counter & Track Circuit Check,Pune - Lonavala Line,DOWN Line,73.4137181,18.7505722,1,20,90,2026-08-16T23:19:12.790394
REQ-IR-2026-0411,TDMS,OHE Insulation & Cantilever Testing,Pune - Daund Line,Yard Siding,74.3208633,18.4872294,2,25,180,2026-08-12T08:54:12.790394
REQ-IR-2026-0412,TMS,USFD Rail Flaw Testing,Pune - Lonavala Line,UP Line,73.6597427,18.632267,1,25,120,2026-08-11T22:33:12.790394
REQ-IR-2026-0413,TDMS,OHE Insulation & Cantilever Testing,Pune - Daund Line,DOWN Line,74.0989363,18.5081195,2,4,180,2026-09-02T05:57:12.790394
REQ-IR-2026-0414,SMMS,Signal Point Testing & Interlocking,Pune - Miraj Line,DOWN Line,74.0022332,18.2260896,1,7,60,2026-08-30T01:11:12.790394
REQ-IR-2026-0415,TMS,USFD Rail Flaw Testing,Pune - Lonavala Line,UP Line,73.527595,18.6958659,2,16,120,2026-08-21T02:23:12.790394
REQ-IR-2026-0416,SMMS,Axle Counter & Track Circuit Check,Pune - Miraj Line,UP Line,74.3285815,17.4518508,2,21,90,2026-08-16T15:28:12.790394
REQ-IR-2026-0417,TMS,USFD Rail Flaw Testing,Pune - Daund Line,DOWN Line,74.5664234,18.4643606,2,22,120,2026-08-15T01:07:12.790394
REQ-IR-2026-0418,SMMS,Signal Point Testing & Interlocking,Pune - Daund Line,Yard Siding,73.8910597,18.5274809,2,17,60,2026-08-20T14:27:12.790394
REQ-IR-2026-0419,SMMS,Signal Point Testing & Interlocking,Pune - Lonavala Line,DOWN Line,73.5766681,18.6721702,3,18,60,2026-08-19T02:40:12.790394
REQ-IR-2026-0420,TMS,Deep Screening & Tamping,Pune - Daund Line,UP Line,74.5586277,18.465274,1,15,240,2026-08-21T22:55:12.790394
REQ-IR-2026-0421,TDMS,OHE Insulation & Cantilever Testing,Pune - Lonavala Line,Yard Siding,73.4703086,18.7234087,1,26,180,2026-08-11T15:09:12.790394
REQ-IR-2026-0422,SMMS,Axle Counter & Track Circuit Check,Pune - Lonavala Line,UP Line,73.4802449,18.7187365,1,10,90,2026-08-27T09:45:12.790394
REQ-IR-2026-0423,TMS,Deep Screening & Tamping,Pune - Lonavala Line,UP Line,73.4525824,18.7321504,2,7,240,2026-08-30T19:40:12.790394
REQ-IR-2026-0424,TMS,Deep Screening & Tamping,Pune - Daund Line,Yard Siding,73.9799928,18.5189241,2,16,240,2026-08-21T11:47:12.790394
REQ-IR-2026-0425,SMMS,Block Instrument Maintenance,Pune - Miraj Line,DOWN Line,74.2461933,17.6473391,1,17,45,2026-08-20T13:51:12.790394
REQ-IR-2026-0426,TMS,Rail Joint Welding Inspection,Pune - Daund Line,UP Line,73.917124,18.5248659,1,8,90,2026-08-29T07:59:12.790394
REQ-IR-2026-0427,TDMS,OHE Insulation & Cantilever Testing,Pune - Lonavala Line,DOWN Line,73.7588803,18.584629,3,6,180,2026-08-31T08:10:12.790394
REQ-IR-2026-0428,TMS,Deep Screening & Tamping,Pune - Lonavala Line,UP Line,73.6206141,18.6512384,1,6,240,2026-08-31T10:57:12.790394
REQ-IR-2026-0429,TMS,USFD Rail Flaw Testing,Pune - Lonavala Line,Yard Siding,73.8641458,18.5339779,1,15,120,2026-08-22T10:49:12.790394
REQ-IR-2026-0430,TMS,Deep Screening & Tamping,Pune - Lonavala Line,DOWN Line,73.7709117,18.5788391,4,7,240,2026-08-30T07:08:12.790394
REQ-IR-2026-0431,TDMS,OHE Insulation & Cantilever Testing,Pune - Miraj Line,DOWN Line,74.3314163,17.4454717,4,4,180,2026-09-02T13:32:12.790394
REQ-IR-2026-0432,TMS,USFD Rail Flaw Testing,Pune - Miraj Line,DOWN Line,74.3296909,17.449094,1,28,120,2026-08-09T10:46:12.790394
REQ-IR-2026-0433,TMS,Rail Joint Welding Inspection,Pune - Miraj Line,Yard Siding,73.980387,18.277661,3,13,90,2026-08-24T05:56:12.790394
REQ-IR-2026-0434,TMS,Deep Screening & Tamping,Pune - Lonavala Line,DOWN Line,73.8225758,18.5539751,2,22,240,2026-08-15T14:50:12.790394
REQ-IR-2026-0435,TMS,USFD Rail Flaw Testing,Pune - Miraj Line,UP Line,73.9236253,18.4116716,1,27,120,2026-08-10T05:00:12.790394
REQ-IR-2026-0436,TDMS,OHE Insulation & Cantilever Testing,Pune - Daund Line,DOWN Line,74.1708997,18.5013165,1,16,180,2026-08-21T04:32:12.790394
REQ-IR-2026-0437,TDMS,Neutral Section Inspection,Pune - Miraj Line,Yard Siding,74.266693,17.5981939,2,20,90,2026-08-17T16:25:12.790394
REQ-IR-2026-0438,TMS,Deep Screening & Tamping,Pune - Miraj Line,Yard Siding,74.2001918,17.7567383,3,10,240,2026-08-27T06:51:12.790394
REQ-IR-2026-0439,TMS,USFD Rail Flaw Testing,Pune - Lonavala Line,Yard Siding,73.8229429,18.5536341,3,11,120,2026-08-26T06:20:12.790394
REQ-IR-2026-0440,TDMS,OHE Insulation & Cantilever Testing,Pune - Miraj Line,Yard Siding,74.1920305,17.7761988,2,18,180,2026-08-19T09:25:12.790394
REQ-IR-2026-0441,SMMS,Signal Point Testing & Interlocking,Pune - Lonavala Line,DOWN Line,73.6545139,18.6345679,1,19,60,2026-08-18T07:48:12.790394
REQ-IR-2026-0442,TMS,Deep Screening & Tamping,Pune - Daund Line,Yard Siding,74.1932306,18.4991818,1,6,240,2026-08-31T00:34:12.790394
REQ-IR-2026-0443,SMMS,Axle Counter & Track Circuit Check,Pune - Daund Line,Yard Siding,74.013046,18.5161265,3,25,90,2026-08-11T22:18:12.790394
REQ-IR-2026-0444,TDMS,Substation Transformer Testing,Pune - Daund Line,UP Line,73.8910406,18.5273409,2,14,120,2026-08-23T09:41:12.790394
REQ-IR-2026-0445,SMMS,Axle Counter & Track Circuit Check,Pune - Daund Line,Yard Siding,73.9450432,18.5224158,1,22,90,2026-08-15T16:31:12.790394
REQ-IR-2026-0446,SMMS,Axle Counter & Track Circuit Check,Pune - Daund Line,Yard Siding,74.1007287,18.50782,3,4,90,2026-09-02T16:01:12.790394
REQ-IR-2026-0447,TMS,Deep Screening & Tamping,Pune - Miraj Line,Yard Siding,74.141616,17.8955134,2,8,240,2026-08-28T20:10:12.790394
REQ-IR-2026-0448,TMS,Deep Screening & Tamping,Pune - Daund Line,Yard Siding,74.0405711,18.5135692,2,7,240,2026-08-29T22:59:12.790394
REQ-IR-2026-0449,TMS,USFD Rail Flaw Testing,Pune - Daund Line,UP Line,74.4022827,18.4798905,1,26,120,2026-08-11T12:31:12.790394
REQ-IR-2026-0450,TMS,Rail Joint Welding Inspection,Pune - Lonavala Line,UP Line,73.8256073,18.5525811,1,27,90,2026-08-10T11:08:12.790394
REQ-IR-2026-0451,TMS,Deep Screening & Tamping,Pune - Miraj Line,Yard Siding,73.980574,18.2772235,2,14,240,2026-08-23T12:54:12.790394
REQ-IR-2026-0452,SMMS,Signal Point Testing & Interlocking,Pune - Miraj Line,UP Line,74.1736783,17.8196089,3,15,60,2026-08-22T15:14:12.790394
REQ-IR-2026-0453,TDMS,OHE Insulation & Cantilever Testing,Pune - Miraj Line,DOWN Line,74.5686132,16.8827646,2,15,180,2026-08-22T10:03:12.790394
REQ-IR-2026-0454,TDMS,Substation Transformer Testing,Pune - Lonavala Line,DOWN Line,73.4412556,18.7377358,5,7,120,2026-08-30T07:54:12.790394
REQ-IR-2026-0455,SMMS,Signal Point Testing & Interlocking,Pune - Miraj Line,Yard Siding,74.5557987,16.9134658,3,17,60,2026-08-20T05:16:12.790394
REQ-IR-2026-0456,SMMS,Block Instrument Maintenance,Pune - Miraj Line,Yard Siding,74.3312674,17.4462206,2,25,45,2026-08-12T08:50:12.790394
REQ-IR-2026-0457,TMS,Deep Screening & Tamping,Pune - Miraj Line,DOWN Line,74.0517341,18.1082233,1,10,240,2026-08-27T00:26:12.790394
REQ-IR-2026-0458,SMMS,Signal Point Testing & Interlocking,Pune - Daund Line,UP Line,74.3884553,18.4811313,1,21,60,2026-08-15T20:52:12.790394
REQ-IR-2026-0459,SMMS,Signal Point Testing & Interlocking,Pune - Daund Line,DOWN Line,74.5779517,18.4632012,1,15,60,2026-08-21T20:04:12.790394
REQ-IR-2026-0460,TMS,Rail Joint Welding Inspection,Pune - Miraj Line,Yard Siding,73.8916573,18.4876603,1,17,90,2026-08-20T10:34:12.790394
REQ-IR-2026-0461,TMS,Deep Screening & Tamping,Pune - Lonavala Line,Yard Siding,73.4572398,18.7299524,2,13,240,2026-08-24T15:49:12.790394
REQ-IR-2026-0462,TMS,USFD Rail Flaw Testing,Pune - Lonavala Line,UP Line,73.8340813,18.5484135,2,12,120,2026-08-25T18:05:12.790394
REQ-IR-2026-0463,TMS,Deep Screening & Tamping,Pune - Daund Line,DOWN Line,74.3338727,18.4863249,1,12,240,2026-08-25T15:35:12.790394
REQ-IR-2026-0464,TDMS,OHE Insulation & Cantilever Testing,Pune - Lonavala Line,Yard Siding,73.5998655,18.6611862,1,14,180,2026-08-23T14:56:12.790394
REQ-IR-2026-0465,SMMS,Axle Counter & Track Circuit Check,Pune - Miraj Line,Yard Siding,74.1783592,17.8079739,1,20,90,2026-08-17T15:05:12.790394
REQ-IR-2026-0466,TMS,USFD Rail Flaw Testing,Pune - Miraj Line,DOWN Line,74.5115392,17.018393,2,22,120,2026-08-15T11:34:12.790394
REQ-IR-2026-0467,TDMS,Neutral Section Inspection,Pune - Lonavala Line,UP Line,73.823261,18.5533152,3,22,90,2026-08-15T14:35:12.790394
REQ-IR-2026-0468,TMS,Rail Joint Welding Inspection,Pune - Lonavala Line,DOWN Line,73.7910344,18.5690902,1,13,90,2026-08-24T11:59:12.790394
REQ-IR-2026-0469,SMMS,Signal Point Testing & Interlocking,Pune - Miraj Line,UP Line,74.3556439,17.3876523,1,18,60,2026-08-19T00:15:12.790394
REQ-IR-2026-0470,SMMS,Signal Point Testing & Interlocking,Pune - Lonavala Line,DOWN Line,73.6074923,18.6573579,1,24,60,2026-08-13T03:53:12.790394
REQ-IR-2026-0471,TDMS,Substation Transformer Testing,Pune - Lonavala Line,DOWN Line,73.7615652,18.5832581,1,22,120,2026-08-15T02:27:12.790394
REQ-IR-2026-0472,TMS,Deep Screening & Tamping,Pune - Miraj Line,DOWN Line,74.4967022,17.0536033,2,19,240,2026-08-18T03:57:12.790394
REQ-IR-2026-0473,SMMS,Block Instrument Maintenance,Pune - Lonavala Line,Yard Siding,73.5396249,18.6899803,1,10,45,2026-08-27T17:38:12.790394
REQ-IR-2026-0474,TDMS,Substation Transformer Testing,Pune - Miraj Line,Yard Siding,73.9826341,18.2723166,1,13,120,2026-08-24T18:00:12.790394
REQ-IR-2026-0475,TMS,Deep Screening & Tamping,Pune - Miraj Line,UP Line,74.4279878,17.2164511,1,19,240,2026-08-18T17:49:12.790394
REQ-IR-2026-0476,SMMS,Block Instrument Maintenance,Pune - Miraj Line,DOWN Line,74.0619944,18.0835987,1,15,45,2026-08-22T14:01:12.790394
REQ-IR-2026-0477,SMMS,Signal Point Testing & Interlocking,Pune - Daund Line,Yard Siding,74.0503503,18.5125386,3,23,60,2026-08-14T09:37:12.790394
REQ-IR-2026-0478,TDMS,Substation Transformer Testing,Pune - Miraj Line,Yard Siding,74.2096388,17.7343095,2,24,120,2026-08-13T03:30:12.790394
REQ-IR-2026-0479,TMS,Rail Joint Welding Inspection,Pune - Miraj Line,UP Line,74.3515961,17.3970559,3,11,90,2026-08-26T19:29:12.790394
REQ-IR-2026-0480,TMS,USFD Rail Flaw Testing,Pune - Miraj Line,UP Line,74.5165688,17.0061061,1,19,120,2026-08-18T15:19:12.790394
REQ-IR-2026-0481,TMS,USFD Rail Flaw Testing,Pune - Lonavala Line,DOWN Line,73.7299601,18.5985704,3,22,120,2026-08-15T19:47:12.790394
REQ-IR-2026-0482,TMS,Deep Screening & Tamping,Pune - Lonavala Line,DOWN Line,73.5448413,18.6876303,5,3,240,2026-09-03T17:41:12.790394
REQ-IR-2026-0483,SMMS,Block Instrument Maintenance,Pune - Miraj Line,Yard Siding,74.0885509,18.0206643,5,1,45,2026-09-05T09:39:12.790394
REQ-IR-2026-0484,TMS,USFD Rail Flaw Testing,Pune - Daund Line,DOWN Line,74.5219109,18.4686451,1,23,120,2026-08-14T00:52:12.790394
REQ-IR-2026-0485,SMMS,Block Instrument Maintenance,Pune - Daund Line,DOWN Line,74.2257276,18.4963702,2,17,45,2026-08-20T11:24:12.790394
REQ-IR-2026-0486,TDMS,OHE Insulation & Cantilever Testing,Pune - Miraj Line,Yard Siding,74.2954237,17.5300763,3,13,180,2026-08-24T00:32:12.790394
REQ-IR-2026-0487,SMMS,Axle Counter & Track Circuit Check,Pune - Lonavala Line,UP Line,73.4072146,18.7539479,2,8,90,2026-08-29T12:42:12.790394
REQ-IR-2026-0488,TMS,USFD Rail Flaw Testing,Pune - Daund Line,DOWN Line,74.275299,18.4915155,1,19,120,2026-08-18T19:37:12.790394
REQ-IR-2026-0489,SMMS,Axle Counter & Track Circuit Check,Pune - Miraj Line,DOWN Line,74.0155189,18.1945534,1,16,90,2026-08-20T22:13:12.790394
REQ-IR-2026-0490,TMS,USFD Rail Flaw Testing,Pune - Daund Line,DOWN Line,74.2585995,18.4932443,1,14,120,2026-08-22T22:09:12.790394
REQ-IR-2026-0491,TMS,USFD Rail Flaw Testing,Pune - Miraj Line,DOWN Line,74.4005723,17.2818985,5,1,120,2026-09-05T07:18:12.790394
REQ-IR-2026-0492,SMMS,Signal Point Testing & Interlocking,Pune - Lonavala Line,DOWN Line,73.6461821,18.6388561,2,21,60,2026-08-16T15:20:12.790394
REQ-IR-2026-0493,TDMS,OHE Insulation & Cantilever Testing,Pune - Lonavala Line,UP Line,73.6264301,18.6484069,3,26,180,2026-08-10T21:50:12.790394
REQ-IR-2026-0494,TDMS,Neutral Section Inspection,Pune - Miraj Line,DOWN Line,73.9825631,18.2725796,5,3,90,2026-09-02T23:56:12.790394
REQ-IR-2026-0495,SMMS,Block Instrument Maintenance,Pune - Miraj Line,DOWN Line,74.2103515,17.7320892,1,26,45,2026-08-10T20:51:12.790394
REQ-IR-2026-0496,TDMS,Neutral Section Inspection,Pune - Miraj Line,DOWN Line,74.5713138,16.876092,3,25,90,2026-08-11T23:56:12.790394
REQ-IR-2026-0497,TMS,Deep Screening & Tamping,Pune - Lonavala Line,Yard Siding,73.839201,18.5456381,2,27,240,2026-08-10T11:03:12.790394
REQ-IR-2026-0498,TMS,USFD Rail Flaw Testing,Pune - Lonavala Line,DOWN Line,73.7468301,18.5902462,5,4,120,2026-09-02T06:12:12.790394
REQ-IR-2026-0499,TDMS,Neutral Section Inspection,Pune - Daund Line,UP Line,73.9573143,18.521324,2,12,90,2026-08-24T20:28:12.790394
REQ-IR-2026-0500,TMS,Rail Joint Welding Inspection,Pune - Daund Line,Yard Siding,74.1283463,18.5050971,4,4,90,2026-09-01T22:04:12.790394
REQ-IR-2026-0501,SMMS,Block Instrument Maintenance,Pune - Miraj Line,DOWN Line,73.9311848,18.3938342,1,24,45,2026-08-13T06:15:12.790394
REQ-IR-2026-0502,TMS,Deep Screening & Tamping,Pune - Lonavala Line,DOWN Line,73.7503909,18.5885563,2,18,240,2026-08-19T12:06:12.790394
REQ-IR-2026-0503,TMS,Deep Screening & Tamping,Pune - Daund Line,Yard Siding,74.222804,18.4965328,1,18,240,2026-08-18T21:43:12.790394
REQ-IR-2026-0504,TMS,Rail Joint Welding Inspection,Pune - Lonavala Line,UP Line,73.7039862,18.6108785,1,14,90,2026-08-23T08:35:12.790394
REQ-IR-2026-0505,TMS,USFD Rail Flaw Testing,Pune - Daund Line,DOWN Line,74.2107069,18.4974294,3,1,120,2026-09-05T10:51:12.790394
